1520621017237107456,0.01789,0.01096,0.00884,0.99884,0.04513,-0.01620,-0.00388,0.07183,-0.00093,0.00345,
1520621017337110528,0.02758,0.01231,0.01103,0.99882,0.04674,-0.01173,-0.00559,0.08223,0.00034,0.01665,
1520621017437130496,0.04046,0.01197,0.01120,0.99903,0.04326,-0.00689,-0.00485,0.10551,0.00017,0.01826,
1520621017537133568,0.04978,0.01118,0.01332,0.99921,0.03936,-0.00578,-0.00022,0.10809,-0.00194,0.01722,
1520621017637137408,0.06323,0.01151,0.01566,0.99924,0.03803,-0.00487,0.00667,0.13060,0.01128,0.01739,
1520621017737139456,0.07082,0.01891,0.02216,0.99883,0.04537,0.00599,0.01579,0.13696,0.02441,0.02307,
1520621017837120256,0.08462,0.01575,0.01431,0.99860,0.04303,0.00530,0.03015,0.15605,0.00800,0.01262,
1520621017937185280,0.10143,0.01558,0.01463,0.99852,0.03743,0.00675,0.03899,0.18122,-0.00508,0.02494,
1520621018037127168,0.12258,0.01644,0.01826,0.99840,0.02998,0.00253,0.04788,0.20594,0.01184,0.03876,
1520621018137130240,0.10027,0.00595,0.02858,0.99773,0.03286,0.00278,0.05876,0.14228,-0.01161,0.06019,
1520621018237133312,0.15613,0.01748,0.02723,0.99636,0.04100,-0.00814,0.07425,0.19829,0.01180,0.05261,
1520621018337119744,0.17673,0.01582,0.03264,0.99471,0.04650,-0.01178,0.09086,0.17542,-0.00363,0.09329,
1520621018437122816,0.18731,0.02235,0.04678,0.99275,0.04911,-0.02845,0.10597,0.10696,-0.00458,0.13711,
1520621018537125888,0.19490,0.01793,0.06610,0.99175,0.04753,-0.03374,0.11414,0.02863,-0.03502,0.17613,
1520621018637128704,0.20651,0.01973,0.08319,0.99177,0.03663,-0.03898,0.11635,-0.04221,-0.04595,0.18071,
1520621018737152256,0.21027,0.01826,0.09957,0.99234,0.02678,-0.04104,0.11344,-0.11434,-0.04008,0.15611,
1520621018837155328,0.19407,0.01714,0.11597,0.99213,0.02889,-0.04801,0.11199,-0.19676,-0.01950,0.09248,
1520621018937159424,0.17501,0.01323,0.12061,0.99222,0.03430,-0.04630,0.11034,-0.24995,-0.00632,0.02000,
1520621019037163264,0.14471,0.01635,0.12107,0.99203,0.03536,-0.05236,0.10902,-0.30557,0.01277,-0.04048,
1520621019137120000,0.11200,0.01647,0.11771,0.99259,0.03386,-0.05533,0.10273,-0.37408,0.01289,-0.08837,
1520621019237123072,0.07146,0.01781,0.10512,0.99368,0.03431,-0.05453,0.09196,-0.42943,0.02029,-0.12779,
1520621019337127168,0.02788,0.02276,0.08887,0.99461,0.03932,-0.05102,0.08119,-0.45812,0.06574,-0.13621,
1520621019437130240,-0.02333,0.02884,0.08092,0.99491,0.04824,-0.04967,0.07327,-0.49939,0.09175,-0.12284,
1520621019537143296,-0.07455,0.03870,0.06892,0.99546,0.04678,-0.04687,0.06833,-0.50659,0.10113,-0.12410,
1520621019637145344,-0.12502,0.04938,0.05596,0.99547,0.04926,-0.04603,0.06701,-0.49897,0.11260,-0.13903,
1520621019737148160,-0.17522,0.06026,0.04048,0.99558,0.05685,-0.04088,0.06266,-0.50313,0.10092,-0.16938,
1520621019837151232,-0.22810,0.07160,0.02270,0.99559,0.06412,-0.03692,0.05775,-0.50223,0.09880,-0.18358,
1520621019937191424,-0.27913,0.08212,0.00387,0.99548,0.07089,-0.03849,0.05013,-0.50415,0.08400,-0.19413,
1520621020037194496,-0.33267,0.09040,-0.01591,0.99543,0.07847,-0.03952,0.03737,-0.52024,0.05216,-0.19371,
1520621020137197568,-0.38710,0.09578,-0.03418,0.99493,0.08917,-0.04151,0.02100,-0.51997,0.02850,-0.17065,
1520621020237200384,-0.44139,0.09871,-0.04942,0.99392,0.10113,-0.04354,0.00156,-0.52110,0.00242,-0.13029,
1520621020337317888,-0.49656,0.09850,-0.06043,0.99309,0.10594,-0.04532,-0.02229,-0.52604,-0.03004,-0.09681,
1520621020437320960,-0.55059,0.09637,-0.06865,0.99168,0.10807,-0.04896,-0.05000,-0.52842,-0.04610,-0.06608,
1520621020537324032,-0.60569,0.09212,-0.07281,0.98967,0.10835,-0.05096,-0.07890,-0.53201,-0.06635,-0.01376,
1520621020637326848,-0.66084,0.08434,-0.07076,0.98844,0.10207,-0.05142,-0.09962,-0.51995,-0.11296,0.04881,
1520621020737633024,-0.71085,0.07070,-0.06230,0.98769,0.09345,-0.04815,-0.11581,-0.48322,-0.14988,0.13606,
1520621020837636096,-0.75683,0.05578,-0.04357,0.98768,0.08458,-0.04112,-0.12506,-0.41299,-0.16059,0.22810,
1520621020937638912,-0.79524,0.04078,-0.01729,0.98844,0.07563,-0.03283,-0.12726,-0.35766,-0.14769,0.29219,
1520621021037647872,-0.82814,0.03199,0.01398,0.98849,0.06506,-0.02843,-0.13356,-0.29717,-0.09845,0.30497,
1520621021137578496,-0.84764,0.02683,0.04516,0.98832,0.05816,-0.02761,-0.13812,-0.18402,-0.03050,0.32352,
1520621021237581568,-0.86324,0.02563,0.07931,0.98901,0.04680,-0.03025,-0.13695,-0.05441,0.03559,0.35941,
1520621021337584384,-0.87901,0.01158,0.11264,0.99005,0.03363,-0.03462,-0.13215,0.07496,0.06593,0.37514,
1520621021437587456,-0.84361,0.04182,0.15229,0.99115,0.02092,-0.02473,-0.12876,0.23986,0.19235,0.33340,
1520621021537281280,-0.81221,0.06961,0.17860,0.99200,0.01523,-0.02103,-0.12352,0.33783,0.25283,0.23618,
1520621021637284352,-0.77474,0.09757,0.19690,0.99292,0.01649,-0.01824,-0.11619,0.41940,0.30947,0.14230,
1520621021737287168,-0.72926,0.13056,0.20743,0.99372,0.01808,-0.01801,-0.10892,0.49146,0.34770,0.07110,
1520621021837290240,-0.67521,0.16711,0.21355,0.99457,0.01708,-0.01803,-0.10104,0.56867,0.39035,0.00613,
1520621021937102592,-0.61452,0.20738,0.21130,0.99539,0.01849,-0.01735,-0.09247,0.62674,0.40596,-0.06569,
1520621022037105664,-0.54993,0.24768,0.20309,0.99631,0.02618,-0.02039,-0.07916,0.65149,0.39250,-0.11511,
1520621022137109504,-0.48363,0.28603,0.19154,0.99717,0.03749,-0.02753,-0.05912,0.65604,0.37307,-0.11390,
1520621022237112576,-0.41881,0.32221,0.18262,0.99788,0.04362,-0.03061,-0.03726,0.63015,0.35358,-0.09346,
1520621022337128704,-0.35629,0.35686,0.17267,0.99791,0.05195,-0.03109,-0.02279,0.62979,0.34669,-0.11618,
1520621022437132544,-0.29293,0.39034,0.16075,0.99809,0.05261,-0.02932,-0.01372,0.64767,0.31751,-0.12869,
1520621022537134592,-0.22627,0.42265,0.14567,0.99845,0.04816,-0.02515,-0.01240,0.68763,0.31194,-0.18465,
1520621022637138688,-0.15455,0.45269,0.12465,0.99857,0.04684,-0.01915,-0.01698,0.72375,0.28671,-0.23412,
1520621022737202432,-0.07791,0.48209,0.10038,0.99822,0.05172,-0.01541,-0.02542,0.77544,0.29618,-0.24195,
